ID,EN,RUS,TH,TH 2186/2772 (78.86%)
2523,I don't think that would...,"Я не думаю, что это...",,
2525,"No, see, it's fine.","Нет, видишь, все в порядке.",,
2526,"Oh. Look at that. Well, are you ready to leave?","Оу. Кто бы подумал. Ну что ж, ты готова к отплытию?",,
2527,This is going to be so cool!,Это будет так здорово!,มันต้องสนุกมากแน่ๆ เลย!,
2528,"Nah, I want to look around a little bit more.","Не-а, я хочу ещё немного осмотреться.",,
2529,Sure.,Конечно.,,
3351,Tell me about it!,"Ага, и не говори!",,
3352,"Anyway, this boat will take you where you need to go.","Как бы то ни было, эта лодка отвезёт тебя в нужное место.",,
3353,You mean to Benjamin's house?,"То есть, к дому Бенджамина?",,
3354,"Yes, and it's just one golden coin.","Да, и это лишь за одну золотую монету.",,
3355,"Ah, ok.","А-а, хорошо.",เอ่อ โอเค,
3356,Or... the Kraken!,Или... Кракен!,หรือไม่ก็... เครเคน!,
3357,What's a Kraken?,Что такое Кракен?,เครเคนคือตัวอะไรหรอ?,
3358,"Well, if you see it, you'll know.","Ты поймёшь, если увидишь.",เอ่อ ไว้ถ้าเห็นเดี๋ยวก็รู้เอง,
3359,"But tell me, I'm curious now.","Ну расскажи, мне теперь любопытно.",บอกหน่อยสิ หนูอยากรู้แล้วนะ,
3360,"We don't have time for that, Misfortune, just forget it.","У нас нет на это времени, Неудача, просто забудь.",ตอนนี้เราไม่มีเวลาแล้วล่ะ ยัยตัวซวย เอาไว้ก่อนนะ,
3361,"Ah, but now I'll think about it forever.","Ох, теперь я буду постоянно об этом думать.",งั้นหนูจะลองคิดถึงเรื่องนี้ไปยาวๆ เลยแล้วกัน,
4068,I hope we don't get attacked by pirates though.,"Надеюсь, нас не атакуют пираты.",หวังว่าคงไม่โดนโจรสลัดมาทำร้ายหรอกนะ,
2530,This one is free! I want to play it!,Эта бесплатная! Я хочу сыграть!,,
2531,"Oh, please do play it, play it as much as you want!","О, прошу, сыграй, играй сколько хочешь!",,
2532,Really?! Alright!,Правда?! Хорошо!,จริงหรอ?! ก็ได้!,
2534,"Whoa, check this out. ""Now with real bullets"".","Ух ты, смотри. ""Теперь с настоящими пулями"".",,
4069,Fancy!,Шикарно!,,
4428,Ay! I think I broke the game...,"Ой! Кажется, я сломала игру...",,
4429,It looks like it.,Похоже на то.,,
4430,Ah...,Эх...,เอ่อ...,
2538,Check this out! I can get a reward ticket if I win!,"Смотри! Я получу призовой билет, если выиграю!",,
2539,I'm gonna play this.,Я сыграю.,,
2542,"Please, go ahead! I can't wait to see what it's about!","Давай, вперёд! Мне не терпится узнать, о чём она!",,
3370,Ah... Just my luck...,Ай... Не везёт мне...,,
3371,"Oh, Misfortune, I’m sorry about the balloon...","Ох, Неудача, прости за воздушный шар...",,
3372,Don't worry... Thank you anyway.,"Не переживай... В любом случае, спасибо.",,
3776,"Oh no, too bad!","Ох, нет, очень жаль!",,
3777,"Yes, poor little birdie.","Да, бедная маленькая птичка.",,
3778,Maybe it was flying drunk.,Может она летела в нетрезвом виде.,,
3779,"You know, like my Mommy did once and crashed Daddy’s car.","Знаешь, так однажды сделала моя мама и разбила папину машину.",,
3780,"Like this little birdie crashed with its body, you know?","А эта маленькая птичка разбила своё тело, понимаешь?",,
3781,"Yes. I get it, Misfortune. It's still sad.","Да. Я понимаю, Неудача. Это все равно грустно.",,
3782,It crashed.,Она разбилась.,,
3363,"Mr. Voice, can I get a balloon?","Мистер Голос, можно мне воздушный шарик?",,
3364,Because my Mommy never gave me one...,Моя мама никогда мне не покупала...,,
3365,"So, maybe you can give me one...","Так, может быть, ты подаришь мне один...",,
3366,"Well, you know we can't afford any, but...","Ты знаешь, мы не можем себе этого позволить, но...",,
3367,A floating balloon! Fancy! Is it for me?,Парящий шарик! Красиво! Это для меня?,,
3368,Yes!,Да!,จริงสิ!,
3369,Ok. Thank you.,Ах. Спасибо.,โอเค ขอบคุณนะ,
4070,"Look, what's that?","Смотри, что это?",,
4857,Fortuna,Fortuna,,
3376,Play Whack-A-Fox?,Играть в Ударь Лису?,,
3377,Use reward ticket?,Использовать призовой билет?,,
2577,Yes,Да,ใช่,
2578,Leave,Уйти,,
2552,Try again,Попробовать снова,,
2553,Leave,Уйти,,
2550,Leave on the boat,Уплыть на лодке,,
2551,Stay in Phantasmagoria,Остаться в Фантасмагории,,
2575,Play game,Сыграть в игру,,
2576,Leave,Уйти,,
3373,Boat sign,,,
3374,Balloons,,,
2547,Whack-A-Fox,,,
4772,MORGO,MORGO,มอร์โก,
3375,Reward machine,,,
2548,Fortune machine,,,
3719,Black bird,,นกดำ,
2549,Massacre,,,
2546,Boat,,,
4299,Balloon,,,
4858,Fortuna,Fortuna,,
3401,I'm too slow!,Я слишком медленная!,,
3402,Damn it!,Проклятье!,,
3403,"Oh, no! I missed!","О, нет! Я промазала!",,
3404,Damn it... I didn't win.,Блин... Я не выиграла.,,
3405,"Well, you can try as many times as you want.","Ну, ты можешь пробовать столько, сколько пожелаешь.",,
3406,"Ah, ok.","А-а, хорошо.",เอ่อ โอเค,
3407,Yes! I won!,Есть! Я победила!,ค่ะ!,
3408,"Great whacking, Misfortune!","Отличный удар, Неудача!",,
3410,"Check that out, I won all the reward tickets!","Смотри, я выиграла все призовые билеты!",,
3411,I'm awesome.,Я потрясающая.,,
3412,That's really impressive.,Это в самом деле впечатляет.,,
3413,"I know, right?",Я знаю.,,
3414,Sorry!,Извини!,,
3415,Head down!,Пригнись!,,
3416,Oops.,Упс.,,
4432,Boink!,Бац!,,
3417,Are these tiny foxes like Benjamin?!,"Эти лисята такие же, как Бенджамин?!",,
3418,They're dangerous foxes!,Это опасные лисы!,,
3419,"Pretend they all stole your Eternal Happiness and whack them, whack them!","Представь, что они украли твоё Вечное Счастье и бей их, бей!",,
3420,"Whoa, aren't you a bit too excited about this game?","Стоп, не слишком ли ты взволнован этой игрой?",,
3421,Of course I am!,Конечно взволнован!,,
3422,Ok.,Ладно.,ได้หรอ,
4080,"Now, go ahead and play already!",А теперь иди и сыграй уже!,,
3863,Yes,Да,ใช่,
3864,No,Нет,ไม่,
3865,Play again?,Сыграть снова?,,
2899,MORGO,,มอร์โก,
3423,"Cool, one of those dolls again! I want it.","Круто, снова одна из этих кукол! Хочу её.",,
3866,"""Reality will transform into what the child desires the most.""\x0D","""Реальность превратится в то, чего дитя желает больше всего.""\x0A",,
3867,"Huh, really?","Хм, в самом деле?",หือ จริงหรอ?,
4261,"A desire, you say?","Желает, говоришь?",,
4262,I like desires...,Мне нравятся желания...,,
4263,What did you choose?,Что ты выбрала?,,
4264,Nothing.,Ничего.,เปล่าค่ะ,
3424,"That golden chocolate coin looks delicious, I'll take that!","Эта золотая шоколадная монета выглядит вкусно, возьму её!",,
3425,I know who will look amazing in this tiny cool hat.,"Я знаю, кто будет выглядеть потрясающе в этой крутой шляпке.",,
3426,"Sha-daan! There you go, Unicorn, you look like a sweet little lady!","Та-дам! Держи, Единорог, ты похож на милую леди!",แทน-แท้นน! เป็นไงล่ะเจ้ายูนิคอร์น ดูเหมือนสาวน้อยน่ารักไปแล้ว!,
3427,I know who will look amazing in this tiny skirt.,"Я знаю, кто будет выглядеть восхитительно в этой юбочке.",,
3428,"Sha-daan! There you go, Stony, you look like a rock star!","Та-дам! Держи, Стоуни, ты похож на рок-звезду!",แทน-แท้นน! เป็นไงล่ะเจ้าหินก้อน ดูเหมือนร็อคสตาร์ไปเลย!,
3429,Check those sweet rewards!,Посмотри на эти призы!,,
3430,"Ah, damn it, I'm kinda low on reward tickets...","Ах, черт возьми, у меня нет призовых билетов...",,
3431,"Oh, sweet! Let's see what I can get.","Оу, славно! Посмотрим, что я могу получить.",,
3432,Check those sweet rewards!,Посмотри на эти призы!,,
4081,"A golden chocolate coin, a cool tiny hat, and a doll.","Золотая шоколадная монета, крутая шляпка, и кукла.",,
4082,"A golden chocolate coin, a cute tiny skirt, and a doll.","Золотая шоколадная монета, милая юбочка, и кукла.",,
4217,MORGO,,มอร์โก,
1983,"Yikes forever, this place is a bit creepy...","Да уж, это место жутковато...",ยี้ตลอดกาล ที่นี่มันน่ากลัวจัง...,
1984,Are we getting closer to Benjamin?,Мы приближаемся к Бенджамину?,,
1985,What time is it? It's getting really dark...,Сколько время? Уже очень темно...,,
1986,"Mr. Voice, are you there? Hello?","Мистер Голос, ты здесь? Ау?",,
1987,There's something wrong here...,Что-то здесь не так...,,
1988,It's coming...,Оно близко...,,
1989,"What's wrong, Mr. Voice? What do you mean?","Что случилось, Мистер Голос? Что ты имеешь в виду?",,
1990,"I don't know what you're playing, but if you scare me, I'll close my eyes.","Я не знаю, во что ты играешь... Но если ты меня напугаешь, я закрою глаза.",,
4095,Something very wrong...,Что-то совсем не так...,,
4096,"Hide, hide!","Прячься, скорее!",,
3112,"Huh, I guess I'll be climbing this.","Хм, похоже, придётся перелезать.",,
3113,Ugh...,Ух...,,
3599,"Check that out, it's the toy graveyard, I'm telling you!","Гляди, это кладбище игрушек, говорю тебе!",,
3600,"Whatever you say, Misfortune.","Как скажешь, Неудача.",,
1991,"Oh, damn it!","Ох, черт возьми!",,
1992,It's the monster!,Это монстр!,,
1993,Mr. Voice?,Мистер Голос?,คุณวอยซ์?,
1994,*struggle noise*,*звук борьбы*,,
3115,"Check this out, Stony.","Посмотри, Стоуни.",,
3116,"This is your family, see? From the woods.","Это твоя семья, видишь? Из леса.",,
3117,"And now, say ”bye-bye”, Baby Stony, because we're leaving.","А теперь, скажи ”пока-пока”, Малыш Стоуни, потому что мы уходим.",,
3118,Leave me alone!,Оставь меня в покое!,,
4097,"Say ""Hello"".","Скажи ""Привет"".",,
4098,My little foot got stuck!,Моя ножка застряла!,,
4099,The monster I saw outside my house!,Я видела его снаружи своего дома!,,
4100,Can you see? Can you see it?!,Ты видишь? Ты видишь его?!,,
4267,Hiro?,Хиро?,,
1996,Climb,,,
3601,Broken toys,,,
4773,MORGO,MORGO,มอร์โก,
1995,Climb,,,
1997,Don't. Make. Any. Sudden Moves.,Не. Делай. Никаких. Резких движений.,,
1998,"Don't touch her with your filthy paws, you beast!","Не трогай её своими грязными лапами, животное!",,
1999,Stop it! You're scaring him away!,Прекрати! Ты его отпугнёшь!,,
2000,"Don't leave, Benjamin!","Не уходи, Бенджамин!",,
2001,"Oh, your paws...","Оу, твои лапы...",,
2002,So soft...,Такие мягкие...,,
4101,"Benji, don't go!","Бенджи, не уходи!",,
2004,*running sounds*,*звук бега*,,
1005,"Whoa, whoa, whoa, Misfortune! Slow down!","Эй, эй, полегче, Неудача! Притормози!",,
1006,What are you running away from?,От чего ты бежишь?,,
1007,I'm pretty sure it was the fox.,"Я почти уверен, что это был лис.",,
1009,"No, it's the monster! I saw it again!","Нет, это монстр! Я видела его снова!",,
2003,You don't know what you're talking about.,"Ты не знаешь, о чём говоришь.",,
3120,"Yes, I do! I saw it...","Нет, знаю! Я видела его...",,
4102,Is it the fox?,Это был лис?,,
3604,Play dead,Притвориться мёртвой,,
3605,Get up,Встать,,
4774,MORGO,MORGO,มอร์โก,
1014,FOX,,จิ้งจอก,
1015,Foxy,,จิ้งจอกฟ็อกซี่,
1019,Thank you.,Спасибо.,ขอบคุณนะ,
1020,"Now, watch your step, there's a bear trap up ahead.","Так, смотри под ноги, впереди медвежий капкан.",,
1021,Who would leave a bear trap here?,Кто оставил здесь медвежий капкан?,,
2006,Alright...,Хорошо...,ก็ได้...,
4103,That could have ended badly.,Это могло печально закончиться.,,
4104,"You don't want to get stuck in one of those, hurts like hell!","Тебе не захочется застрять в одном из них, это адски больно!",,
4105,I haven't seen any bears.,Я не видела никаких медведей.,,
1022,"Well, I don't want to point any fingers but it was obviously the fox.","Ну, я не хочу указывать пальцем, но это определённо был лис.",,
1023,"Also, I don't like the fox.","Кроме того, этот лис мне не нравится.",,
1024,Is that true?,Это правда?,,
1025,Yes. I swear.,Да. Я клянусь.,,
1026,Hmm... ok.,Хмм... хорошо.,,
2007,I think his cabin is to the left.,"Кажется, хижина стоит слева.",,
2008,"Ah, ok... Which way is left?",Хорошо... А слева - это где?,,
3121,"Now, let's focus on the Eternal Happiness again.","Теперь, давай снова сосредоточимся на Вечном Счастье.",,
3122,[Morgo pushes Misfortune to the left.],,[มอร์โกผลักยัยตัวซวยไปทางซ้าย],
3123,Oy...,Ой...,,
3124,[Misfortune points to the left.],,,
3125,Is it that way?,Это туда?,,
3126,Yes! Good guess!,Да! Угадала!,ค่ะ!,
3127,Alright...,Ладно...,ก็ได้...,
3491,"I have what you call ""Foxyphobia"".\x0D","У меня то, что вы называете ""Лисофобия"".",,
4106,Which way should we go now?,В какую сторону теперь?,,
3128,"Oy, this makes me think about Bubsy, you know?","Ой, это мне напоминает о Бабси, помнишь?",,
3129,"Did I show you Bubsy, the teddy? In the secret spot?","Я показывала тебе Бабси, мишку? В Тайном Месте?",,
3130,"He would be very sad to know about this, you know?","Он бы очень расстроился, если бы узнал об этом, понимаешь?",,
3131,These bear traps. Because he’s a teddy bear.,Эти медвежьи капканы. А он плюшевый медведь.,,
3132,He lives in a world of fantasy where there are no bear traps.,"Он живёт в мире фантазий, где не существует медвежьих капканов.",,
3133,"And if he would go in the woods, he would see this and not know he's dying.","А если он отправится в лес, он увидит это и не поймёт, что может умереть.",,
3134,Now I see Bubsy being killed by a bear trap.\x0D,"Теперь я вижу, как медвежий капкан убивает Бабси.\x0A",,
3135,That's how it is now. He's dead.,Вот как оно бывает. Он мёртв,,
3492,Bubsy died.,Бабси мёртв.,,
3493,What are you talking about?,О чём ты говоришь?,พูดเรื่องอะไรกัน?,
3494,"About Bubsy, don't you listen?","О Бабси, ты не слушаешь?",,
3495,"Let's keep going now, Misfortune.","Пошли дальше, Неудача.",,
4107,"Bye Bubsy, trapped dead in the bear trap.","Прощай Бабси, пойманный смертью в медвежий капкан.",,
3838,"""The games you enjoy, you can have them all...""","""Во все игры, что любишь, ты сможешь сыграть...""",,
3839,"Oh, nice.","Оу, отлично.",,
4268,What are you doing?,Что ты делаешь?,ทำอะไรอยู่หรอ?,
4269,Nothing.,Ничего.,เปล่าค่ะ,
1027,"Please, Misfortune, stop and listen to me.","Прошу, Неудача, остановись и выслушай меня.",,
2009,*running sounds*,*звук бега*,,
1028,"If you keep running, you'll end up badly hurt, and I don't want that.","Если ты продолжишь бежать, то сильно пострадаешь, а я этого не хочу.",,
1029,But I want to find Benjamin!,Но я хочу найти Бенджамина!,,
1030,"Trust me, he's dangerous.","Поверь мне, он опасен.",,
4108,There's something I need to tell you.,Мне нужно тебе кое-что сказать.,,
4109,You're too important.,Ты слишком важна.,,
4110,He was nice to me!,Он был добр ко мне!,,
4111,"Stop running, please!","Прекрати бежать, пожалуйста!",,
1031,Ah! What's this?!,Ай! Что это?!,,
1032,"Really? You don't remember me saying ""if you keep running, you'll end up hurt""?","Серьёзно? Ты не помнишь, как я сказал ""если продолжишь бежать, то сильно пострадаешь""?",,
1033,"I know I could've been more specific, like...","Понимаю, я мог бы выразиться более конкретно, например...",,
1034,But I felt like getting straight to the point.,Но мне захотелось сразу перейти к сути.,,
1035,"Oh, ok, thank you!","Оу, понятно, спасибо!",,
2010,Uh-huh.,Ага.,อือฮึ,
2011,Who left a bear trap here anyway?,"Так или иначе, кто оставил здесь медвежий капкан?",,
4112,"""There's a bear trap up ahead, stop or you will be hurt.""","Впереди медвежий капкан, остановись или пострадаешь.",,
4113,I haven't seen any bears.,Я не видела никаких медведей.,,
1037,Stop to listen at Mr. Voice,Остановиться и послушать Мистера Голос,,
1038,Keep running after Benjamin,Продолжить бежать за Бенджи,,
3610,Fix runestone?,Починить рунный камень?,,
1624,MORGO,,มอร์โก,
1036,Runestone,,หินรูน,
3136,Bear trap,,,
3688,Doll,,,
3707,"""The illumination of Primeve will dissolve the filth of The Beyond.""","""Сила света Праймив растворит скверну Мира Духов"".",,
3792,What's this? It doesn't say anything.,Что это? Здесь ничего нет.,อะไรกัน ไม่เห็นมีอะไรเขียนไว้เลย,
3793,"Oh, really?","О, правда?",โอ้ จริงหรอ?,
3794,Interesting...,Интересно...,,
3708,"Ah, look, it fits!","Ах, смотри, подходит!",ดูสิ พอดีเลย!,
3710,"Huh, the piece is missing...","Хм, куска не хватает...",เห ชิ้นตรงนี้มันแหว่งไป...,
3871,It's stuck. Huh.,Он застрял. Хм.,,
3872,Let's see what this one says.,"Посмотрим, что здесь сказано.",,
3873,Oh! Check out this stone!,О! Посмотри на этот камень!,โอ้! ดูหินก้อนนี้สิ!,
3874,"It's different from regular stones, I'm telling you.","Он отличается от обычных камней, говорю тебе.",หนูบอกได้เลยว่ามันต่างไปจากหินธรรมดาทั่วไป,
3875,I think you're right.,"Думаю, ты права.",คิดว่าหนูน่าจะพูดถูก,
3876,This one looks like the other one that didn't look like the other ones.,"Этот выглядит как тот другой, который не был похож на остальных.",อันนี้มันดูเหมือนอีกอันที่ไม่เหมือนกับอันอื่นๆ นี่นา,
3877,You see?,Видишь?,เห็นมั้ย?,
3878,\x0DYes.\x0D,\x0AДа.\x0A,,
3879,So you know?,Так ты понял?,งั้นคุณก็รู้น่ะสิ?,
3880,Yes.,Да.,ช่าย,
3881,*nervous laugh*,*нервный смешок*,*หัวเราะกลบเกลื่อน*,
3712,Runes,,รูน,
3711,Socket,,ช่องใส่,
3818,MORGO,,มอร์โก,
3137,The door's open... Should I go inside?,Дверь открыта... Мне зайти внутрь?,,
3139,Mr. Voice? Hello?,Мистер Голос? Ау?,,
3140,Anyway... I'm going in...,Ладно... Я вхожу...,,
4114,"Be brave, Misfortune.","Будь храброй, Неудача.",,
3141,"Oh, it looks like Benjamin's good at cutting wood...","Оу, похоже, Бенджамин хорошо рубит деревья...",,
3142,He must be so muscular...,"Наверное, он очень мускулистый...",,
1350,"So, Misfortune, I have a couple of questions for you. Are you ready?","Итак, Неудача, у меня есть несколько вопросов к тебе. Ты готова?",,
1351,"Yeah, I'm ready.","Да, я готова.",,
1352,Wonderful!,Замечательно!,,
1353,First question.,Первый вопрос.,คำถามแรก,
1354,Yes. Yes I do!,Да. Конечно верю!,,
1355,"When Mommy and Daddy scream, I go to my secret hiding spot.","Когда мама и папа кричат, я ухожу в своё Тайное Место.",,
1356,"And in my secret spot, they never drink juice and never scream at me.","И там, они никогда не пьют сок и не кричат на меня.",,
1357,"That's magical, don't you think?","Это волшебно, не считаешь?",,
1358,No. Daddy said the only magic came from ”acid”.,"Нет. Папа говорил, что волшебство бывает только от ""кислоты”.",,
1359,Second question.,Второй вопрос.,ข้อที่สอง,
1360,Do you trust me?,Ты мне доверяешь?,,
1361,I guess...,Наверное...,,
1362,I can only hear you in my head...,В своей голове я слышу только тебя...,,
1363,"And I trust my own head. So, yeah!","А я доверяю своей голове. Так что, да!",,
1364,No. You're just a voice in my head.,Нет. Ты просто голос в моей голове.,,
1365,Mommy talks to herself a lot too.,Мама тоже часто разговаривает сама с собой.,,
1366,She says it's her inner demons and that the juice keeps them away.,"Она говорит, что это её внутренние демоны. И то, что сок их отпугивает.",,
1367,"Well, anyway. Now for the third question.","Что ж, ладно. Теперь третий вопрос.",,
1368,Are you afraid of dying?,Ты боишься смерти?,,
1369,"Yes, I am...","Да, боюсь...",,
1370,I don't know if I would like being dead...,"Я не знаю, хочу ли я быть мёртвой...",,
1371,"No, I'm not afraid of death because all, all...","Нет, я не боюсь смерти, ведь все-все...",,
1372,All dead people I know never came back from being dead...,"Все мёртвые, кого я знала, никогда не возвращались...",,
1375,Looks like there's going to be a storm...,"Похоже, будет гроза...",,
1376,"Hey, look at that!","Эй, посмотри на это!",,
1377,Benjamin!,Бенджамин!,เบนจามิน!,
1378,Do you believe in magic?,Ты веришь в волшебство?,,
2012,"Oh yes, yes it is, my sweet child.","О, да, конечно, моё милое дитя.",,
2013,But the only ”acid” I know is when I lick batteries.,Но я знаю лишь одну ”кислоту” -  когда облизываешь батарейки.,,
2014,Hmm.,Хмм.,,
2015,"That makes me so happy to hear, Misfortune.","Я очень рад это слышать, Неудача.",,
2016,I'm sorry to hear that...,Мне жаль это слышать...,,
2017,Hey! Are you my inner demon?,Эй! Ты мой внутренний демон?,,
2018,"Me? A demon? Huh, no!","Я? Демон? Ха, нет!",,
2019,"Nah, you can't be a demon, not with that silly voice.","Нет, ты не можешь быть демоном, не с таким глупым голосом.",,
2021,"It's like... too mysterious, you know?","Это... слишком загадочно, понимаешь?",,
2022,"Oh, no! I hope it doesn't rain that much, I don't like my feet getting wet.","О, нет! Хоть бы дождь был не сильный. Не люблю, когда мои ноги мокнут.",,
2024,"Stay cool, Misfortune...","Сохраняй спокойствие, Неудача...",,
3689,"I'm a little lady, you know?",Я же маленькая леди.,หนูโตเป็นสาวน้อยแล้วนะรู้มั้ย?,
4115,"Now, just be honest and think about it before answering.","Теперь, будь честна и подумай, прежде чем отвечать.",,
4116,So it must be pretty cool to be dead!,"Так что, должно быть очень круто быть мёртвым!",,
4117,What if I can't bring my glitter?,Что если я не смогу взять блёстки с собой?,,
4118,I think we're here!,"Кажется, мы на месте!",,
4270,"Well, I guess you'll find out when you die.","Ну, я думаю, ты узнаешь, когда умрёшь.",,
4436,I'm cool.,Я спокойна.,,
4437,I'll keep an eye out here while you go inside and look for clues.,"Я побуду на стрёме, пока ты ищешь внутри улики.",,
4438,I'm sure the fox has hidden the Eternal Happiness here.,"Я уверен, что лис спрятал Вечное Счастье здесь.",,
4439,Make sure that the cabin is empty!,"Убедись, что хижина пуста!",,
4440,And if you see the fox...,А если увидишь лиса...,,
4441,Run...,Беги...,,
4442,Alright.,Хорошо.,โอเค,
4569,Moving on.,Следующий вопрос.,,
2611,Do you believe in magic?,Ты веришь в волшебство?,,
2612,Do you trust me?,Ты мне доверяешь?,,
2613,Are you afraid of dying?,Ты боишься смерти?,,
1383,Yes,Да,ใช่,
1384,No,Нет,ไม่,
1381,Yes,Да,ใช่,
1382,No,Нет,ไม่,
1379,Yes,Да,ใช่,
1380,No,Нет,ไม่,
2557,MORGO,,มอร์โก,
2025,Door,,ประตู,
3143,Firewood,,,
2050,"Ok. I will look around, maybe I can find my Eternal Happiness.","Хорошо. Я осмотрюсь, может я смогу найти своё Вечное Счастье.",,
2051,"If Benjamin has it, I'll ask him to share the prize with us and everything will be fine.","Если оно у Бенджамина, я попрошу его поделиться с нами призом, и все будет хорошо.",,
2052,Ah... Benjamin?,Ой... Бенджамин?,,
3145,Maybe I can fix it.,Может я смогу его починить.,,
4123,Peanut butter?,Арахисовое масло?,,
4124,What?,Что?,ห๊ะ?,
4210,Oh.,Оу.,,
3148,It looks like Benjamin likes to educate himself...,"Похоже, Бенджамин любит самообразование...",,
4125,I like that in a fox.,Мне нравится это в лисах,หนูชอบจิ้งจอกตัวนั้นจัง,
3149,Look at that.,Посмотри на это.,,
4126,Benjamin looks so pretty in that hat.,Бенджамину так идёт эта шляпа.,,
2053,"Whoa, a video player. Fancy!","Вау, видеоплеер. Круто!",,
2026,The door was open.,Дверь была открыта.,,
2027,About that Eternal Happiness you stole...,"Насчёт Вечного Счастья, что ты украл...",,
2028,I'm really sorry I broke your video player but you stole the Eternal Happiness!,"Мне очень жаль, что я сломала твой видеоплеер, но ты украл Вечное Счастье!",,
2029,I really want it back.,Я очень хочу его вернуть.,,
2031,"Are you afraid of the thunder, Benjamin? Don't worry...","Ты боишься грома, Бенджамин? Не волнуйся...",,
2032,You can hold my hand if you want to.,"Можешь взять меня за руку, если хочешь.",,
2033,What are you...?,Что ты...?,,
2034,What is that?,Что это?,,
2035,Your diary!,Твой дневник!,,
2036,Is it the monster in your diary you're afraid of?,Ты боишься монстра из своего дневника?,,
2037,Is that your diary?,Это твой дневник?,,
2039,Is that what you're afraid of?,Ты этого боишься?,,
2041,You can't hide the children...,Ты не сможешь спрятать этих детей...,,
2042,"Are you rescuing me, Benjamin?","Ты спасаешь меня, Бенджамин?",,
2043,I'm not supposed to follow you...,Я не должна идти за тобой...,,
2044,You!,Ты!,,
2045,"You're the one taking the children, aren't you!","Это ты крадёшь детей, не так ли!",,
2046,I like to play forever...,Мне нравится играть вечно...,,
2047,Mr. Voice?,Мистер Голос?,คุณวอยซ์?,
3150,Benjamin!,Бенджамин!,เบนจามิน!,
3151,*screams*,*кричит*,,
3767,It was promised to me if I beat the game.,"Оно было обещано мне, если я пройду игру.",,
4127,I didn't mean to be rude! I'm a nice person.,Я не хотела быть невежливой! Я хороший человек.,,
4129,We can totally share it if you want!,"Мы можем его разделить, если хочешь!",,
4130,Is this.. a kiss?,Это... поцелуй?,,
4131,Is this really happening...\x0D,Это действительно происходит...\x0A,,
4132,"I'm sorry if you're upset because I read it, but I was curious!","Извини, что расстроила тебя, прочитав его, но мне было любопытно!",,
4133,I think I saw him too...,"Кажется, я тоже его видела...",,
4134,You want me to read it?,"Ты хочешь, чтобы я прочла его?",,
4136,Like if I was a girl in trouble?,Словно я девушка в беде?,,
4138,I'm sorry.,Извини.,,
4139,Don't you come any closer!,Не приближайся!,,
3516,Happiness to the video player!,Счастья видеоплееру!,,
2059,What a cozy couch.,Какой удобный диван.,,
2060,I'm just gonna have a little look inside...,Я лишь взгляну на секунду...,,
2061,I won't spy on Benjamin’s personal stuff.,Я не буду копаться в личных вещах Бенджамина.,,
3152,Is that Benjamin's diary?!,Это дневник Бенджамина?,,
3464,So Benjamin's not from Openfields?,Значит Бенджамин не из Опенфилдс?,,
3465,"Parasite, you say?","Паразит, говоришь?",,
3466,Who are the victims? What game?,Кто эти жертвы? Какие игры?,,
3467,"Oh, poor Benji.","Ох, бедный Бенджи.",,
3468,Missing?,Пропавшим?,,
3469,"""By Benjamin Juhanelius Redfox...""",Автор: Бенджамин Юханелиус Рыжий Лис...,,
3764,I love that in a fox!,Мне нравится это в лисах!,,
3766,"Big trouble, Misfortune?","Большая проблема, Неудача?",,
4119,I knew his name was Benjamin!,"Я знала, что его зовут Бенджамин!",,
4120,I bet he has an accent...,"Готова поспорить, что у него есть акцент...",,
4122,But that's me!,Но это же я!,,
4271,Benji's afraid of the parasite?,Бенджи боится паразита?,,
4272,It's the monster!,Это тот монстр!,,
4273,I bet he's in love with me.,Он наверняка в меня влюблён.,,
4274,All is again?,Все снова?,,
4275,Check out Benji's stick!,Зацените палку Бенджи!,,
4276,"Hmm... Yes, I know how to talk.","Хмм... Да, я знаю, о чём говорить.",,
4277,He loves me.,Он любит меня.,,
4443,A voice?,Голос?,,
4786,"If Benji has a boss, he has a job.","Если у Бенджи есть босс, значит, у него есть работа.",,
4787,Then I can be married to him.,Тогда я могу выйти за него замуж.,,
3153,Is this Benjamin's?,Это принадлежит Бенджамину?,,
4140,He got some sweet style. I like it.,У него милый стиль. Мне нравится.,,
2069,Mmm. That tea smells like roses and lemon.,М-м-м. Этот чай пахнет розами и лимоном.,,
2070,I bet it’s called ”Benjamin's Blend”.,Наверняка он называется ”Букет Бенджамина”.,,
2071,Maybe I should try it out...,"Может, мне стоит попробовать...",,
2072,It definitely tastes like his fluffy paws...,"На вкус определённо, как его пушистые лапы...",,
3154,Mmm... delicious...,М-м-м... вкусно...,,
3155,Oh... I feel weird.,Ох... Я странно себя чувствую.,,
4141,Because I can almost smell his paws blending the ingredients...,"Я почти чувствую запах его лап, смешивающих ингредиенты...",,
4331,Hmm... Mr. Voice said that I shouldn't trust a fox.,Хм... Мистер Голос сказал мне не доверять лису.,,
3528,[Thunder strikes],,,
4836,*screams*,*screams*,*กรี๊ด*,
1625,MORGO,,มอร์โก,
1105,Follow Benjamin,Следовать за Бенджамином,,
1106,Stay in the cabin,Остаться в хижине,อยู่ต่อในกระท่อม,
2078,Drink Benjamin's tea,Выпить чай Бенджамина,ดื่มชาของเบนจามิน,
2079,Don't touch it at all,Не трогать,,
2076,Read Benjamin's diary,Прочитать дневник Бенджамина,อ่านไดอารีของเบนจามิน,
